meter_id,timestamp,consumption_kwh,voltage,current,frequency
47001635088,2024-06-03T19:19:43Z,1.05,233.6,5.1,50.0
47001635088,2024-06-03T18:19:43Z,0.56,227.9,5.3,50.0
47001635088,2024-06-03T17:19:43Z,1.94,238.4,3.2,50.0
47001635088,2024-06-03T16:19:43Z,1.65,236.4,3.1,50.0
47001635088,2024-06-03T15:19:43Z,1.33,224.9,4.9,50.0
47001635088,2024-06-03T14:19:43Z,1.92,228.1,5.6,50.0
47001635088,2024-06-03T13:19:43Z,1.53,235.5,3.9,50.0
47001635088,2024-06-03T12:19:43Z,0.52,239.8,3.8,50.0
47001635088,2024-06-03T11:19:43Z,1.07,231.4,3.7,50.0
47001635088,2024-06-03T10:19:43Z,0.75,221.6,3.4,50.0
47001635088,2024-06-03T09:19:43Z,1.98,224.4,4.2,50.0
47001635088,2024-06-03T08:19:43Z,1.16,221.0,4.7,50.0
47001635088,2024-06-03T07:19:43Z,1.7,235.6,3.6,50.0
47001635088,2024-06-03T06:19:43Z,1.53,229.2,4.5,50.0
47001635088,2024-06-03T05:19:43Z,0.77,226.0,4.2,50.0
47001635088,2024-06-03T04:19:43Z,1.24,222.3,5.0,50.0
47001635088,2024-06-03T03:19:43Z,0.72,233.9,3.2,50.0
47001635088,2024-06-03T02:19:43Z,1.61,221.1,3.2,50.0
47001635088,2024-06-03T01:19:43Z,1.2,225.2,5.9,50.0
47001635088,2024-06-03T00:19:43Z,1.56,236.1,5.7,50.0
47001635088,2024-06-02T23:19:43Z,0.95,226.0,4.7,50.0
47001636149,2024-06-03T22:19:43Z,1.44,225.1,3.2,50.0
47001636149,2024-06-03T21:19:43Z,1.42,232.5,5.9,50.0
47001636149,2024-06-03T20:19:43Z,1.33,222.7,4.4,50.0
47001636149,2024-06-03T19:19:43Z,0.69,230.8,5.9,50.0
47001636149,2024-06-03T18:19:43Z,1.38,237.7,4.0,50.0
47001636149,2024-06-03T17:19:43Z,0.91,237.3,5.8,50.0
47001636149,2024-06-03T16:19:43Z,1.1,235.1,5.8,50.0
47001636149,2024-06-03T15:19:43Z,1.71,223.4,4.7,50.0
47001636149,2024-06-03T14:19:43Z,1.83,228.2,3.9,50.0
47001636149,2024-06-03T13:19:43Z,0.65,225.8,3.7,50.0
47001636149,2024-06-03T12:19:43Z,1.07,224.1,5.4,50.0
47001636149,2024-06-03T11:19:43Z,0.73,230.6,4.7,50.0
47001636149,2024-06-03T10:19:43Z,1.83,225.4,4.9,50.0
47001636149,2024-06-03T09:19:43Z,1.28,232.8,3.5,50.0
47001636149,2024-06-03T08:19:43Z,1.58,239.9,6.0,50.0
47001636149,2024-06-03T07:19:43Z,0.76,224.8,5.6,50.0
47001636149,2024-06-03T06:19:43Z,0.76,239.1,3.8,50.0
47001636149,2024-06-03T05:19:43Z,0.96,233.4,4.8,50.0
47001636149,2024-06-03T04:19:43Z,1.74,227.4,4.3,50.0
47001636149,2024-06-03T03:19:43Z,1.07,223.8,5.6,50.0
47001636149,2024-06-03T02:19:43Z,1.48,231.7,3.7,50.0
47001636149,2024-06-03T01:19:43Z,0.56,223.3,4.0,50.0
47001636149,2024-06-03T00:19:43Z,1.6,228.5,5.3,50.0
47001636149,2024-06-02T23:19:43Z,1.15,229.5,4.6,50.0
47001635046,2024-06-03T22:19:43Z,1.13,229.1,5.5,50.0
47001635046,2024-06-03T21:19:43Z,1.95,239.1,3.8,50.0
47001635046,2024-06-03T20:19:43Z,1.73,224.6,3.6,50.0
47001635046,2024-06-03T19:19:43Z,1.13,229.0,5.6,50.0
47001635046,2024-06-03T18:19:43Z,1.5,239.3,4.3,50.0
47001635046,2024-06-03T17:19:43Z,0.86,223.2,4.6,50.0
47001635046,2024-06-03T16:19:43Z,1.45,234.7,5.0,50.0
47001635046,2024-06-03T15:19:43Z,1.51,229.4,3.4,50.0
47001635046,2024-06-03T14:19:43Z,0.71,227.9,3.3,50.0
47001635046,2024-06-03T13:19:43Z,1.1,229.2,3.0,50.0
47001635046,2024-06-03T12:19:43Z,1.57,228.9,4.1,50.0
47001635046,2024-06-03T11:19:43Z,1.01,225.9,4.8,50.0
47001635046,2024-06-03T10:19:43Z,1.09,227.9,4.3,50.0
47001635046,2024-06-03T09:19:43Z,0.67,223.2,4.3,50.0
47001635046,2024-06-03T08:19:43Z,0.93,232.4,5.4,50.0
47001635046,2024-06-03T07:19:43Z,0.6,236.8,3.0,50.0
47001635046,2024-06-03T06:19:43Z,1.44,220.7,3.3,50.0
47001635046,2024-06-03T05:19:43Z,1.27,235.8,5.8,50.0
47001635046,2024-06-03T04:19:43Z,0.51,237.6,5.5,50.0
47001635046,2024-06-03T03:19:43Z,1.94,223.1,3.4,50.0
47001635046,2024-06-03T02:19:43Z,0.68,229.3,5.8,50.0
47001635046,2024-06-03T01:19:43Z,1.36,223.6,4.1,50.0
47001635046,2024-06-03T00:19:43Z,1.81,237.3,5.8,50.0
47001635046,2024-06-02T23:19:43Z,0.65,240.0,4.4,50.0
47001634750,2024-06-03T22:19:43Z,1.91,239.7,3.9,50.0
47001634750,2024-06-03T21:19:43Z,0.79,230.3,4.1,50.0
47001634750,2024-06-03T20:19:43Z,1.35,233.3,4.5,50.0
47001634750,2024-06-03T19:19:43Z,0.71,223.8,5.3,50.0
47001634750,2024-06-03T18:19:43Z,1.74,236.5,5.8,50.0
47001634750,2024-06-03T17:19:43Z,1.48,229.7,4.2,50.0
47001634750,2024-06-03T16:19:43Z,1.53,234.3,3.5,50.0
47001634750,2024-06-03T15:19:43Z,1.83,230.7,3.5,50.0
47001634750,2024-06-03T14:19:43Z,1.88,226.6,3.6,50.0
47001634750,2024-06-03T13:19:43Z,1.45,222.9,4.4,50.0
47001634750,2024-06-03T12:19:43Z,1.1,224.5,3.1,50.0
47001634750,2024-06-03T11:19:43Z,0.67,228.4,5.7,50.0
47001634750,2024-06-03T10:19:43Z,0.83,222.8,5.2,50.0
47001634750,2024-06-03T09:19:43Z,0.51,221.0,3.6,50.0
47001634750,2024-06-03T08:19:43Z,1.2,232.2,4.2,50.0
47001634750,2024-06-03T07:19:43Z,1.16,224.7,5.7,50.0
47001634750,2024-06-03T06:19:43Z,1.86,233.8,3.0,50.0
47001634750,2024-06-03T05:19:43Z,0.75,236.4,5.0,50.0
47001634750,2024-06-03T04:19:43Z,0.54,235.5,5.5,50.0
47001634750,2024-06-03T03:19:43Z,0.51,232.8,4.4,50.0
47001634750,2024-06-03T02:19:43Z,1.13,233.8,5.6,50.0
47001634750,2024-06-03T01:19:43Z,1.25,232.4,3.2,50.0
47001634750,2024-06-03T00:19:43Z,1.57,236.7,3.4,50.0
47001634750,2024-06-02T23:19:43Z,1.02,222.0,4.2,50.0
47001636250,2024-06-03T22:19:43Z,1.05,220.3,4.2,50.0
47001636250,2024-06-03T21:19:43Z,1.25,238.9,3.4,50.0
47001636250,2024-06-03T20:19:43Z,1.39,226.1,3.4,50.0
47001636250,2024-06-03T19:19:43Z,0.5,238.4,3.8,50.0
47001636250,2024-06-03T18:19:43Z,0.71,222.2,4.0,50.0
47001636250,2024-06-03T17:19:43Z,1.96,234.3,3.3,50.0
47001636250,2024-06-03T16:19:43Z,1.06,231.2,4.2,50.0
47001636250,2024-06-03T15:19:43Z,1.34,221.2,3.9,50.0
47001636250,2024-06-03T14:19:43Z,0.81,238.9,3.4,50.0
47001636250,2024-06-03T13:19:43Z,1.0,227.3,4.3,50.0
47001636250,2024-06-03T12:19:43Z,0.94,237.2,4.9,50.0
47001636250,2024-06-03T11:19:43Z,1.56,222.0,3.8,50.0
47001636250,2024-06-03T10:19:43Z,1.5,223.8,4.4,50.0
47001636250,2024-06-03T09:19:43Z,1.88,227.8,4.6,50.0
47001636250,2024-06-03T08:19:43Z,1.94,223.5,3.3,50.0
47001636250,2024-06-03T07:19:43Z,1.23,229.5,3.3,50.0
47001636250,2024-06-03T06:19:43Z,1.46,222.9,4.3,50.0
47001636250,2024-06-03T05:19:43Z,1.72,229.3,3.8,50.0
47001636250,2024-06-03T04:19:43Z,0.63,233.1,4.2,50.0
47001636250,2024-06-03T03:19:43Z,1.51,238.0,4.6,50.0
47001636250,2024-06-03T02:19:43Z,1.2,229.5,4.5,50.0
47001636250,2024-06-03T01:19:43Z,1.07,228.0,3.2,50.0
47001636250,2024-06-03T00:19:43Z,0.62,238.3,3.5,50.0
47001636250,2024-06-02T23:19:43Z,1.41,235.6,4.4,50.0
47001636500,2024-06-03T22:19:43Z,1.51,220.4,4.0,50.0
47001636500,2024-06-03T21:19:43Z,1.37,224.2,4.4,50.0
47001636500,2024-06-03T20:19:43Z,1.41,228.3,5.2,50.0
47001636500,2024-06-03T19:19:43Z,1.54,238.9,4.4,50.0
47001636500,2024-06-03T18:19:43Z,1.98,239.6,3.9,50.0
47001636500,2024-06-03T17:19:43Z,1.2,232.2,4.8,50.0
47001636500,2024-06-03T16:19:43Z,0.61,227.8,4.8,50.0
47001636500,2024-06-03T15:19:43Z,1.45,231.8,4.0,50.0
47001636500,2024-06-03T14:19:43Z,0.78,235.7,5.5,50.0
47001636500,2024-06-03T13:19:43Z,1.7,233.0,4.1,50.0
47001636500,2024-06-03T12:19:43Z,1.22,225.2,3.1,50.0
47001636500,2024-06-03T11:19:43Z,0.69,227.9,5.3,50.0
47001636500,2024-06-03T10:19:43Z,0.74,230.1,5.7,50.0
47001636500,2024-06-03T09:19:43Z,0.52,236.5,3.5,50.0
47001636500,2024-06-03T08:19:43Z,1.23,236.3,5.3,50.0
47001636500,2024-06-03T07:19:43Z,1.67,229.8,3.4,50.0
47001636500,2024-06-03T06:19:43Z,1.43,230.1,4.4,50.0
47001636500,2024-06-03T05:19:43Z,1.4,227.9,3.6,50.0
47001636500,2024-06-03T04:19:43Z,1.62,238.1,3.6,50.0
47001636500,2024-06-03T03:19:43Z,1.49,224.4,3.8,50.0
47001636500,2024-06-03T02:19:43Z,0.94,239.5,5.3,50.0
47001636500,2024-06-03T01:19:43Z,0.59,229.0,3.9,50.0
47001636500,2024-06-03T00:19:43Z,1.81,231.3,3.7,50.0
47001636500,2024-06-02T23:19:43Z,0.81,226.0,4.8,50.0
47001635748,2024-06-03T22:19:43Z,0.9,232.6,4.7,50.0
47001635748,2024-06-03T21:19:43Z,1.0,238.1,4.4,50.0
47001635748,2024-06-03T20:19:43Z,1.19,238.0,3.2,50.0
47001635748,2024-06-03T19:19:43Z,1.67,233.1,3.7,50.0
47001635748,2024-06-03T18:19:43Z,0.81,227.1,6.0,50.0
47001635748,2024-06-03T17:19:43Z,0.68,225.9,3.1,50.0
47001635748,2024-06-03T16:19:43Z,1.87,231.6,3.9,50.0
47001635748,2024-06-03T15:19:43Z,1.81,226.3,5.5,50.0
47001635748,2024-06-03T14:19:43Z,1.61,235.4,3.4,50.0
47001635748,2024-06-03T13:19:43Z,1.98,239.2,3.7,50.0
47001635748,2024-06-03T12:19:43Z,1.45,221.8,4.3,50.0
47001635748,2024-06-03T11:19:43Z,0.5,223.7,5.4,50.0
47001635748,2024-06-03T10:19:43Z,0.67,226.6,5.5,50.0
47001635748,2024-06-03T09:19:43Z,1.96,224.9,4.0,50.0
47001635748,2024-06-03T08:19:43Z,0.61,224.5,5.2,50.0
47001635748,2024-06-03T07:19:43Z,1.38,227.8,3.2,50.0
47001635748,2024-06-03T06:19:43Z,1.43,225.4,3.5,50.0
47001635748,2024-06-03T05:19:43Z,1.34,230.1,4.8,50.0
47001635748,2024-06-03T04:19:43Z,1.31,235.1,5.0,50.0
47001635748,2024-06-03T03:19:43Z,0.75,235.1,3.7,50.0
47001635748,2024-06-03T02:19:43Z,1.35,234.7,3.2,50.0
47001635748,2024-06-03T01:19:43Z,1.46,236.7,4.9,50.0
47001635748,2024-06-03T00:19:43Z,1.49,226.8,5.1,50.0
47001635748,2024-06-02T23:19:43Z,0.73,232.4,3.1,50.0
47001636600,2024-06-03T22:19:43Z,1.72,230.7,4.3,50.0
47001636600,2024-06-03T21:19:43Z,1.69,229.5,3.4,50.0
47001636600,2024-06-03T20:19:43Z,1.88,239.0,3.4,50.0
47001636600,2024-06-03T19:19:43Z,1.07,224.7,3.7,50.0
47001636600,2024-06-03T18:19:43Z,1.44,223.2,5.7,50.0
47001636600,2024-06-03T17:19:43Z,0.91,225.1,4.9,50.0
47001636600,2024-06-03T16:19:43Z,0.76,229.8,4.2,50.0
47001636600,2024-06-03T15:19:43Z,1.32,222.8,6.0,50.0
47001636600,2024-06-03T14:19:43Z,0.62,226.4,5.4,50.0
47001636600,2024-06-03T13:19:43Z,0.6,234.5,4.0,50.0
47001636600,2024-06-03T12:19:43Z,1.64,220.9,4.3,50.0
47001636600,2024-06-03T11:19:43Z,1.15,235.6,3.3,50.0
47001636600,2024-06-03T10:19:43Z,0.88,238.2,5.6,50.0
47001636600,2024-06-03T09:19:43Z,0.8,220.9,4.5,50.0
47001636600,2024-06-03T08:19:43Z,1.1,222.0,3.6,50.0
47001636600,2024-06-03T07:19:43Z,0.64,221.1,4.1,50.0
47001636600,2024-06-03T06:19:43Z,1.78,228.9,4.3,50.0
47001636600,2024-06-03T05:19:43Z,1.09,236.3,5.4,50.0
47001636600,2024-06-03T04:19:43Z,1.61,230.3,3.6,50.0
47001636600,2024-06-03T03:19:43Z,1.42,228.2,3.4,50.0
47001636600,2024-06-03T02:19:43Z,1.63,222.1,4.8,50.0
47001636600,2024-06-03T01:19:43Z,1.78,237.5,5.4,50.0
47001636600,2024-06-03T00:19:43Z,1.47,234.5,4.9,50.0
47001636600,2024-06-02T23:19:43Z,1.1,233.5,4.7,50.0
47001636738,2024-06-03T22:19:43Z,0.88,224.4,5.1,50.0
47001636738,2024-06-03T21:19:43Z,0.77,226.4,5.9,50.0
47001636738,2024-06-03T20:19:43Z,1.62,239.8,3.4,50.0
47001636738,2024-06-03T19:19:43Z,1.13,227.1,5.9,50.0
47001636738,2024-06-03T18:19:43Z,1.34,232.5,4.6,50.0
47001636738,2024-06-03T17:19:43Z,1.08,237.6,4.6,50.0
47001636738,2024-06-03T16:19:43Z,1.08,231.1,3.4,50.0
47001636738,2024-06-03T15:19:43Z,1.21,226.3,4.5,50.0
47001636738,2024-06-03T14:19:43Z,1.95,231.2,3.1,50.0
47001636738,2024-06-03T13:19:43Z,1.53,233.3,5.9,50.0
47001636738,2024-06-03T12:19:43Z,0.64,226.7,3.1,50.0
47001636738,2024-06-03T11:19:43Z,1.79,235.6,5.4,50.0
47001636738,2024-06-03T10:19:43Z,1.28,232.7,3.4,50.0
47001636738,2024-06-03T09:19:43Z,1.47,229.3,4.0,50.0
47001636738,2024-06-03T08:19:43Z,1.34,227.0,4.8,50.0
47001636738,2024-06-03T07:19:43Z,0.89,230.3,4.4,50.0
47001636738,2024-06-03T06:19:43Z,1.1,237.4,3.5,50.0
47001636738,2024-06-03T05:19:43Z,0.74,229.7,4.5,50.0
47001636738,2024-06-03T04:19:43Z,0.76,238.3,5.0,50.0
47001636738,2024-06-03T03:19:43Z,0.82,231.4,5.3,50.0
47001636738,2024-06-03T02:19:43Z,1.31,230.4,4.7,50.0
47001636738,2024-06-03T01:19:43Z,1.45,228.4,3.4,50.0
47001636738,2024-06-03T00:19:43Z,1.77,223.7,3.8,50.0
47001636738,2024-06-02T23:19:43Z,1.69,233.1,5.1,50.0
47001636529,2024-06-03T22:19:43Z,0.99,238.8,5.8,50.0
47001636529,2024-06-03T21:19:43Z,1.22,229.9,3.8,50.0
47001636529,2024-06-03T20:19:43Z,0.65,228.3,3.4,50.0
47001636529,2024-06-03T19:19:43Z,1.54,235.2,5.7,50.0
47001636529,2024-06-03T18:19:43Z,0.8,229.0,5.0,50.0
47001636529,2024-06-03T17:19:43Z,1.91,236.3,5.1,50.0
47001636529,2024-06-03T16:19:43Z,1.16,229.4,5.1,50.0
47001636529,2024-06-03T15:19:43Z,0.8,234.4,3.5,50.0
47001636529,2024-06-03T14:19:43Z,0.96,224.0,3.5,50.0
47001636529,2024-06-03T13:19:43Z,1.13,232.6,3.8,50.0
47001636529,2024-06-03T12:19:43Z,1.09,223.2,4.9,50.0
47001636529,2024-06-03T11:19:43Z,1.17,224.9,4.7,50.0
47001636529,2024-06-03T10:19:43Z,1.15,222.3,4.8,50.0
47001636529,2024-06-03T09:19:43Z,1.46,230.7,5.1,50.0
47001636529,2024-06-03T08:19:43Z,1.71,230.6,3.1,50.0
47001636529,2024-06-03T07:19:43Z,1.47,231.7,4.8,50.0
47001636529,2024-06-03T06:19:43Z,1.73,222.2,3.3,50.0
47001636529,2024-06-03T05:19:43Z,1.97,223.1,3.2,50.0
47001636529,2024-06-03T04:19:43Z,1.87,231.8,4.6,50.0
47001636529,2024-06-03T03:19:43Z,1.4,232.4,5.0,50.0
47001636529,2024-06-03T02:19:43Z,1.59,226.6,3.6,50.0
47001636529,2024-06-03T01:19:43Z,1.0,224.6,5.8,50.0
47001636529,2024-06-03T00:19:43Z,0.64,223.7,5.3,50.0
47001636529,2024-06-02T23:19:43Z,1.68,239.5,3.1,50.0
47001635871,2024-06-03T22:19:43Z,0.64,230.6,4.7,50.0
47001635871,2024-06-03T21:19:43Z,1.08,230.7,4.0,50.0
47001635871,2024-06-03T20:19:43Z,1.38,235.5,3.7,50.0
47001635871,2024-06-03T19:19:43Z,1.08,239.4,4.3,50.0
47001635871,2024-06-03T18:19:43Z,1.11,236.7,3.6,50.0
47001635871,2024-06-03T17:19:43Z,1.89,237.8,4.5,50.0
47001635871,2024-06-03T16:19:43Z,0.69,220.8,5.7,50.0
47001635871,2024-06-03T15:19:43Z,0.65,223.9,4.1,50.0
47001635871,2024-06-03T14:19:43Z,0.98,238.2,4.5,50.0
47001635871,2024-06-03T13:19:43Z,0.77,237.9,4.7,50.0
47001635871,2024-06-03T12:19:43Z,1.03,231.2,5.1,50.0
47001635871,2024-06-03T11:19:43Z,0.93,225.8,5.7,50.0
47001635871,2024-06-03T10:19:43Z,1.2,239.1,5.4,50.0
47001635871,2024-06-03T09:19:43Z,1.03,230.8,5.6,50.0
47001635871,2024-06-03T08:19:43Z,0.86,220.8,3.7,50.0
47001635871,2024-06-03T07:19:43Z,1.29,229.1,4.5,50.0
47001635871,2024-06-03T06:19:43Z,1.4,228.4,3.3,50.0
47001635871,2024-06-03T05:19:43Z,0.9,221.7,3.2,50.0
47001635871,2024-06-03T04:19:43Z,1.76,221.8,5.1,50.0
47001635871,2024-06-03T03:19:43Z,0.52,221.8,4.0,50.0
47001635871,2024-06-03T02:19:43Z,1.3,235.3,5.2,50.0
47001635871,2024-06-03T01:19:43Z,1.75,236.5,5.2,50.0
47001635871,2024-06-03T00:19:43Z,0.72,234.7,5.9,50.0
47001635871,2024-06-02T23:19:43Z,1.93,221.5,5.7,50.0
47001634994,2024-06-03T22:19:43Z,1.24,234.5,3.8,50.0
47001634994,2024-06-03T21:19:43Z,1.97,226.1,5.5,50.0
47001634994,2024-06-03T20:19:43Z,0.76,238.9,5.0,50.0
47001634994,2024-06-03T19:19:43Z,0.54,233.5,5.3,50.0
47001634994,2024-06-03T18:19:43Z,1.94,234.8,3.7,50.0
47001634994,2024-06-03T17:19:43Z,1.59,227.1,4.7,50.0
47001634994,2024-06-03T16:19:43Z,0.56,223.0,4.7,50.0
47001634994,2024-06-03T15:19:43Z,1.68,234.4,3.6,50.0
47001634994,2024-06-03T14:19:43Z,1.88,228.6,4.7,50.0
47001634994,2024-06-03T13:19:43Z,1.66,221.4,4.5,50.0
47001634994,2024-06-03T12:19:43Z,0.56,233.1,5.2,50.0
47001634994,2024-06-03T11:19:43Z,0.82,239.0,3.3,50.0
47001634994,2024-06-03T10:19:43Z,1.41,228.0,5.3,50.0
47001634994,2024-06-03T09:19:43Z,1.43,224.1,4.2,50.0
47001634994,2024-06-03T08:19:43Z,1.63,224.2,5.0,50.0
47001634994,2024-06-03T07:19:43Z,1.69,225.4,3.8,50.0
47001634994,2024-06-03T06:19:43Z,1.37,232.9,4.1,50.0
47001634994,2024-06-03T05:19:43Z,1.71,239.5,3.5,50.0
47001634994,2024-06-03T04:19:43Z,0.71,239.0,3.5,50.0
47001634994,2024-06-03T03:19:43Z,1.67,234.9,3.5,50.0
47001634994,2024-06-03T02:19:43Z,1.8,232.7,3.1,50.0
47001634994,2024-06-03T01:19:43Z,1.2,221.3,3.3,50.0
47001634994,2024-06-03T00:19:43Z,1.86,232.0,3.4,50.0
47001634994,2024-06-02T23:19:43Z,0.71,224.8,3.2,50.0
47001635218,2024-06-03T22:19:43Z,1.3,222.7,4.7,50.0
47001635218,2024-06-03T21:19:43Z,1.92,228.3,5.5,50.0
47001635218,2024-06-03T20:19:43Z,1.32,231.7,3.7,50.0
47001635218,2024-06-03T19:19:43Z,1.52,228.4,6.0,50.0
47001635218,2024-06-03T18:19:43Z,0.58,220.6,3.6,50.0
47001635218,2024-06-03T17:19:43Z,1.43,239.5,4.5,50.0
47001635218,2024-06-03T16:19:43Z,1.08,223.0,3.0,50.0
47001635218,2024-06-03T15:19:43Z,1.92,236.7,4.5,50.0
47001635218,2024-06-03T14:19:43Z,0.7,230.7,4.9,50.0
47001635218,2024-06-03T13:19:43Z,0.59,220.3,4.2,50.0
47001635218,2024-06-03T12:19:43Z,1.8,239.2,5.5,50.0
47001635218,2024-06-03T11:19:43Z,0.63,226.7,5.7,50.0
47001635218,2024-06-03T10:19:43Z,1.55,224.9,4.9,50.0
47001635218,2024-06-03T09:19:43Z,1.42,234.1,3.2,50.0
47001635218,2024-06-03T08:19:43Z,1.11,224.9,4.4,50.0
47001635218,2024-06-03T07:19:43Z,1.2,238.9,3.5,50.0
47001635218,2024-06-03T06:19:43Z,1.62,223.1,3.4,50.0
47001635218,2024-06-03T05:19:43Z,0.68,239.3,3.8,50.0
47001635218,2024-06-03T04:19:43Z,1.14,233.4,5.6,50.0
47001635218,2024-06-03T03:19:43Z,1.52,224.4,4.1,50.0
47001635218,2024-06-03T02:19:43Z,1.05,226.0,4.3,50.0
47001635218,2024-06-03T01:19:43Z,0.57,235.9,5.3,50.0
47001635218,2024-06-03T00:19:43Z,0.53,220.8,5.8,50.0
47001635218,2024-06-02T23:19:43Z,1.11,227.2,5.7,50.0
47001635620,2024-06-03T22:19:43Z,1.04,231.9,4.7,50.0
47001635620,2024-06-03T21:19:43Z,0.72,220.3,3.3,50.0
47001635620,2024-06-03T20:19:43Z,1.07,237.0,3.9,50.0
47001635620,2024-06-03T19:19:43Z,1.85,238.8,5.8,50.0
47001635620,2024-06-03T18:19:43Z,1.11,230.5,5.9,50.0
47001635620,2024-06-03T17:19:43Z,0.74,231.2,3.0,50.0
47001635620,2024-06-03T16:19:43Z,1.31,231.2,4.1,50.0
47001635620,2024-06-03T15:19:43Z,0.55,227.0,5.4,50.0
47001635620,2024-06-03T14:19:43Z,1.34,237.1,5.8,50.0
47001635620,2024-06-03T13:19:43Z,0.68,223.2,3.8,50.0
47001635620,2024-06-03T12:19:43Z,1.79,224.7,5.6,50.0
47001635620,2024-06-03T11:19:43Z,0.59,225.6,4.1,50.0
47001635620,2024-06-03T10:19:43Z,1.49,226.6,5.9,50.0
47001635620,2024-06-03T09:19:43Z,0.63,235.3,4.5,50.0
47001635620,2024-06-03T08:19:43Z,1.21,232.6,5.7,50.0
47001635620,2024-06-03T07:19:43Z,0.62,238.6,3.0,50.0
47001635620,2024-06-03T06:19:43Z,0.66,239.7,3.9,50.0
47001635620,2024-06-03T05:19:43Z,0.71,223.5,5.5,50.0
47001635620,2024-06-03T04:19:43Z,1.67,224.6,4.7,50.0
47001635620,2024-06-03T03:19:43Z,1.6,220.0,5.4,50.0
47001635620,2024-06-03T02:19:43Z,1.89,226.5,3.1,50.0
47001635620,2024-06-03T01:19:43Z,0.72,228.4,4.9,50.0
47001635620,2024-06-03T00:19:43Z,0.55,234.9,4.6,50.0
47001635620,2024-06-02T23:19:43Z,1.73,239.5,3.2,50.0
47001635096,2024-06-03T22:19:43Z,1.97,233.2,4.0,50.0
47001635096,2024-06-03T21:19:43Z,1.71,222.8,3.7,50.0
47001635096,2024-06-03T20:19:43Z,1.91,231.1,5.5,50.0
47001635096,2024-06-03T19:19:43Z,1.35,220.3,5.5,50.0
47001635096,2024-06-03T18:19:43Z,1.95,233.7,5.1,50.0
47001635096,2024-06-03T17:19:43Z,0.77,233.2,4.7,50.0
47001635096,2024-06-03T16:19:43Z,1.61,231.1,4.3,50.0
47001635096,2024-06-03T15:19:43Z,1.33,236.0,5.3,50.0
47001635096,2024-06-03T14:19:43Z,1.56,236.6,4.1,50.0
47001635096,2024-06-03T13:19:43Z,0.85,239.4,3.2,50.0
47001635096,2024-06-03T12:19:43Z,0.6,225.8,5.1,50.0
47001635096,2024-06-03T11:19:43Z,0.57,231.7,5.4,50.0
47001635096,2024-06-03T10:19:43Z,1.47,225.4,5.6,50.0
47001635096,2024-06-03T09:19:43Z,0.74,221.2,4.2,50.0
47001635096,2024-06-03T08:19:43Z,1.72,224.3,5.9,50.0
47001635096,2024-06-03T07:19:43Z,0.98,230.9,3.5,50.0
47001635096,2024-06-03T06:19:43Z,0.81,238.9,4.8,50.0
47001635096,2024-06-03T05:19:43Z,1.25,237.8,3.7,50.0
47001635096,2024-06-03T04:19:43Z,0.89,228.1,3.4,50.0
47001635096,2024-06-03T03:19:43Z,0.57,233.7,5.4,50.0
47001635096,2024-06-03T02:19:43Z,1.9,236.3,4.1,50.0
47001635096,2024-06-03T01:19:43Z,1.09,238.3,5.8,50.0
47001635096,2024-06-03T00:19:43Z,1.75,234.8,4.3,50.0
47001635096,2024-06-02T23:19:43Z,2.0,221.2,3.9,50.0
47001635239,2024-06-03T22:19:43Z,1.25,226.4,3.1,50.0
47001635239,2024-06-03T21:19:43Z,0.56,229.4,3.5,50.0
47001635239,2024-06-03T20:19:43Z,0.93,229.2,3.8,50.0
47001635239,2024-06-03T19:19:43Z,0.76,228.0,5.7,50.0
47001635239,2024-06-03T18:19:43Z,1.49,229.1,3.1,50.0
47001635239,2024-06-03T17:19:43Z,1.97,222.7,4.9,50.0
47001635239,2024-06-03T16:19:43Z,0.83,228.6,3.8,50.0
47001635239,2024-06-03T15:19:43Z,1.7,225.2,3.8,50.0
47001635239,2024-06-03T14:19:43Z,0.87,227.6,5.1,50.0
47001635239,2024-06-03T13:19:43Z,1.17,236.2,4.0,50.0
47001635239,2024-06-03T12:19:43Z,1.32,236.3,3.1,50.0
47001635239,2024-06-03T11:19:43Z,1.93,225.0,4.7,50.0
47001635239,2024-06-03T10:19:43Z,1.62,222.1,4.4,50.0
47001635239,2024-06-03T09:19:43Z,1.44,232.8,4.4,50.0
47001635239,2024-06-03T08:19:43Z,1.88,223.0,4.0,50.0
47001635239,2024-06-03T07:19:43Z,0.62,223.0,3.3,50.0
47001635239,2024-06-03T06:19:43Z,0.92,229.3,5.7,50.0
47001635239,2024-06-03T05:19:43Z,0.86,226.4,4.5,50.0
47001635239,2024-06-03T04:19:43Z,1.62,224.1,4.9,50.0
47001635239,2024-06-03T03:19:43Z,0.95,230.4,3.7,50.0
47001635239,2024-06-03T02:19:43Z,1.71,236.2,4.0,50.0
47001635239,2024-06-03T01:19:43Z,1.29,225.2,4.8,50.0
47001635239,2024-06-03T00:19:43Z,1.72,239.6,5.7,50.0
47001635239,2024-06-02T23:19:43Z,0.53,236.2,4.2,50.0
47001635287,2024-06-03T22:19:43Z,1.89,239.8,3.4,50.0
47001635287,2024-06-03T21:19:43Z,1.33,228.5,3.1,50.0
47001635287,2024-06-03T20:19:43Z,0.68,226.8,4.9,50.0
47001635287,2024-06-03T19:19:43Z,1.13,238.9,6.0,50.0
47001635287,2024-06-03T18:19:43Z,1.72,221.1,4.9,50.0
47001635287,2024-06-03T17:19:43Z,1.86,226.9,3.7,50.0
47001635287,2024-06-03T16:19:43Z,1.63,224.9,3.2,50.0
